TYPE,USAGE_NUMBER,SPLIT_NUMBER,SPLIT_CROSSREF,REFERENCE,DETAILS,USER_NAME,DATE,AMOUNT,FOREIGN_AMOUNT,DELETED_FLAG,CIS_VAT,RECORD_CREATE_DATE,RECORD_MODIFY_DATE,RECORD_DELETED
PP,155,107,151,d/d,£ 131.44 (£ 131.44) from PP 53011,Olia,2014-06-23,131.44,131.44,0,0.0,2014-07-10 14:24:56,2019-01-25 14:31:07,0
PP,156,107,155,d/d,£ 131.44 (£ 131.44) from PP 53514,Olia,2014-07-22,131.44,131.44,0,0.0,2014-07-24 11:10:09,2019-01-25 14:31:07,0
PP,157,107,156,S/O,£ 131.44 (£ 131.44) from PP 54308,Judith,2014-08-22,131.44,131.44,0,0.0,2014-08-28 16:42:18,2019-01-25 14:31:07,0
PA,158,107,173,s/o,£ 0.09 (£ 0.09) from PA 55090,Olia,2014-09-22,0.09,0.09,0,0.0,2015-02-24 11:22:12,2019-01-25 14:31:07,0
PI,159,108,107,Metlife,£ 148.85 (£ 148.85) to PI 47439,Olia,2013-11-29,148.85,148.85,0,0.0,2013-11-29 11:49:22,2019-01-25 14:31:07,0
SI,160,110,111,3505,£ 560.00 (£ 560.00) to SI 48047,Olia,2013-12-09,560.0,560.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,161,110,112,3505,£ 800.00 (£ 800.00) to SI 48048,Olia,2013-12-09,800.0,800.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,162,110,113,3505,£ 50.00 (£ 50.00) to SI 48049,Olia,2013-12-09,50.0,50.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,163,110,114,3490,£ 280.00 (£ 280.00) to SI 48079,Olia,2013-12-02,280.0,280.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,164,110,130,3538,£ 280.00 (£ 280.00) to SI 51038,Olia,2014-04-28,280.0,280.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,165,110,131,3538,£ 400.00 (£ 400.00) to SI 51039,Olia,2014-04-28,400.0,400.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,166,110,132,3538,£ 380.00 (£ 380.00) to SI 51040,Olia,2014-04-28,380.0,380.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,167,110,198,3892,£ 1400.00 (£ 1400.00) to SI 56325,Olia,2014-11-10,1400.0,1400.0,0,0.0,2015-01-23 12:38:26,2019-01-25 14:31:07,0
SA,168,111,110,PF27 09TU,£ 560.00 (£ 560.00) from SA 47678,Olia,2013-12-09,560.0,560.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SA,169,112,110,PF27 09TU,£ 800.00 (£ 800.00) from SA 47678,Olia,2013-12-09,800.0,800.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SA,170,113,110,PF27 09TU,£ 50.00 (£ 50.00) from SA 47678,Olia,2013-12-09,50.0,50.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SA,171,114,110,PF27 09TU,£ 280.00 (£ 280.00) from SA 47678,Olia,2013-12-02,280.0,280.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
PI,172,115,83,metlife,£ 0.04 (£ 0.04) to PI 39892,Olia,2013-12-23,0.04,0.04,0,0.0,2014-01-08 10:48:16,2019-01-25 14:31:07,0
PI,173,115,107,Metlife,£ 79.17 (£ 79.17) to PI 47439,Olia,2013-12-23,79.17,79.17,0,0.0,2014-01-08 10:48:17,2019-01-25 14:31:07,0
PI,174,116,107,Metlife,£ 131.44 (£ 131.44) to PI 47439,Olia,2014-01-22,131.44,131.44,0,0.0,2014-01-22 13:38:50,2019-01-25 14:31:07,0
PI,175,117,107,Metlife,£ 131.44 (£ 131.44) to PI 47439,Olia,2014-02-24,131.44,131.44,0,0.0,2014-03-03 10:16:21,2019-01-25 14:31:07,0
PP,176,119,120,,£ 230.23 ($ 384.20) from PP 50258,Chantelle,2014-03-01,230.23000000000002,384.2,0,0.0,2014-03-18 15:01:23,2019-01-25 14:31:07,0
PI,177,120,119,Pesos/ $,£ 230.23 ($ 384.20) to PI 50257,Chantelle,2014-03-01,230.23000000000002,384.2,0,0.0,2014-03-18 15:01:23,2019-01-25 14:31:07,0
PI,178,122,107,Metlife,£ 131.44 (£ 131.44) to PI 47439,Olia,2014-03-24,131.44,131.44,0,0.0,2014-03-24 14:05:18,2019-01-25 14:31:07,0
SC,179,123,75,,£ 152.06 ($ 253.75) from SC 37212,Olia,2014-03-01,152.06,253.75,0,0.0,2014-03-24 15:11:02,2019-01-25 14:31:07,0
SC,180,123,76,,£ 114.60 ($ 191.25) from SC 37213,Olia,2014-03-01,114.6,191.25,0,0.0,2014-03-24 15:11:02,2019-01-25 14:31:07,0
SC,181,124,75,,£ 15.54 ($ 0.00) from SC 37212,Olia,2014-03-01,15.540000000000001,0.0,0,0.0,2014-03-24 15:11:02,2019-01-25 14:31:07,0
SC,182,125,76,,£ 11.72 ($ 0.00) from SC 37213,Olia,2014-03-01,11.72,0.0,0,0.0,2014-03-24 15:11:02,2019-01-25 14:31:07,0
SI,183,126,132,3538,£ 140.00 (£ 140.00) to SI 51040,Olia,2014-04-28,140.0,140.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,184,126,133,3538,£ 140.00 (£ 140.00) to SI 51041,Olia,2014-04-28,140.0,140.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,185,127,133,3538,£ 400.00 (£ 400.00) to SI 51041,Olia,2014-04-28,400.0,400.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,186,128,133,3538,£ 100.00 (£ 100.00) to SI 51041,Olia,2014-04-28,100.0,100.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,187,128,134,3538,£ 50.00 (£ 50.00) to SI 51042,Olia,2014-04-28,50.0,50.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,188,128,136,3655,£ 280.00 (£ 280.00) to SI 51900,Olia,2014-05-06,280.0,280.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,189,128,137,3655,£ 90.00 (£ 90.00) to SI 51901,Olia,2014-05-06,90.0,90.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,190,129,137,3655,£ 310.00 (£ 310.00) to SI 51901,Olia,2014-05-06,310.0,310.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,191,129,138,3655,£ 50.00 (£ 50.00) to SI 51902,Olia,2014-05-06,50.0,50.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SI,192,129,142,3707,£ 280.00 (£ 280.00) to SI 52282,Olia,2014-06-04,280.0,280.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SA,193,130,110,PF27 09TU,£ 280.00 (£ 280.00) from SA 47678,Olia,2014-04-28,280.0,280.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SA,194,131,110,PF27 09TU,£ 400.00 (£ 400.00) from SA 47678,Olia,2014-04-28,400.0,400.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SA,195,132,110,PF27 09TU,£ 380.00 (£ 380.00) from SA 47678,Olia,2014-04-28,380.0,380.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SC,196,132,126,3646,£ 140.00 (£ 140.00) from SC 51034,Olia,2014-04-28,140.0,140.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SC,197,133,126,3646,£ 140.00 (£ 140.00) from SC 51034,Olia,2014-04-28,140.0,140.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SC,198,133,127,3646,£ 400.00 (£ 400.00) from SC 51035,Olia,2014-04-28,400.0,400.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SC,199,133,128,3646,£ 100.00 (£ 100.00) from SC 51036,Olia,2014-04-28,100.0,100.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SC,200,134,128,3646,£ 50.00 (£ 50.00) from SC 51036,Olia,2014-04-28,50.0,50.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
PI,201,135,107,Metlife,£ 131.44 (£ 131.44) to PI 47439,Judith,2014-04-22,131.44,131.44,0,0.0,2014-05-06 15:26:28,2019-01-25 14:31:07,0
SC,202,136,128,3646,£ 280.00 (£ 280.00) from SC 51036,Olia,2014-05-06,280.0,280.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SC,203,137,128,3646,£ 90.00 (£ 90.00) from SC 51036,Olia,2014-05-06,90.0,90.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SC,204,137,129,3646,£ 310.00 (£ 310.00) from SC 51037,Olia,2014-05-06,310.0,310.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
SC,205,138,129,3646,£ 50.00 (£ 50.00) from SC 51037,Olia,2014-05-06,50.0,50.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
PI,206,139,107,Metlife,£ 131.44 (£ 131.44) to PI 47439,Olia,2014-05-22,131.44,131.44,0,0.0,2014-06-16 12:07:31,2019-01-25 14:31:07,0
PC,207,140,18073,,£ 30.00 (£ 30.00) from PC 85329,Olia,2018-03-01,30.0,30.0,0,0.0,2018-04-23 11:11:37,2019-01-25 14:31:07,0
PI,208,141,204,"GTS, May 2015",£ 432.02 (€ 548.00) to PI 56401,Olia,2014-11-17,432.02,548.0,0,0.0,2014-12-18 16:36:15,2019-01-25 14:31:07,0
PI,209,141,229,REVAL,£ 18.18 (€ 0.00) to PI 57103,Olia,2014-11-17,18.18,0.0,0,0.0,2014-12-18 16:36:15,2019-01-25 14:31:07,0
SC,210,142,129,3646,£ 280.00 (£ 280.00) from SC 51037,Olia,2014-06-04,280.0,280.0,0,0.0,2014-09-19 11:59:10,2019-01-25 14:31:07,0
PI,211,143,52721,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2014-07-01 15:17:00,2019-01-25 14:31:07,0
PI,212,143,52721,Cancel,0.00 Link Removed,Olia,,0.0,0.0,0,0.0,2014-09-25 15:12:23,2019-01-25 14:31:07,0
PI,213,143,172,correct 52681,£ 0.40 (£ 0.40) to PI 55036,Judith,2014-06-26,0.4,0.4,0,0.0,2015-04-13 15:56:55,2019-01-25 14:31:07,0
PI,214,143,300,cf,£ 10.40 (£ 10.40) to PI 59452,Judith,2015-03-31,10.4,10.4,0,0.0,2015-04-13 15:56:55,2019-01-25 14:31:07,0
PI,215,143,301,pm,£ 38.50 (£ 38.50) to PI 59453,Judith,2015-03-31,38.5,38.5,0,0.0,2015-04-13 15:56:55,2019-01-25 14:31:07,0
PI,216,143,11090,OYSTER,£ 0.70 (£ 0.70) to PI 78346,Olia,2017-06-30,0.7,0.7,0,0.0,2017-08-23 14:55:39,2019-01-25 14:31:07,0
SR,217,144,152,20% prep inv 3738,£ 1612.80 ($ 2750.00) from SR 53365,Olia,2014-07-03,1612.8,2750.0,0,0.0,2014-07-17 12:13:01,2019-01-25 14:31:07,0
SC,218,144,153,REVAL,£ 29.19 ($ 0.00) from SC 53366,Olia,2014-07-03,29.189999999999998,0.0,0,0.0,2014-07-17 12:13:01,2019-01-25 14:31:07,0
SA,219,145,165,prep Sept order,£ 525.44 ($ 880.00) from SA 54882,Olia,2014-09-08,525.4399999999999,880.0,0,0.0,2014-10-08 15:04:16,2019-01-25 14:31:07,0
SR,220,145,178,"3738, 20% 3812",£ 818.00 ($ 1370.00) from SR 55595,Olia,2014-10-10,818.0,1370.0,0,0.0,2014-10-14 14:31:36,2019-01-25 14:31:07,0
SR,221,146,152,20% prep inv 3738,£ 102.63 ($ 175.00) from SR 53365,Olia,2014-07-03,102.63,175.0,0,0.0,2014-07-17 12:13:01,2019-01-25 14:31:07,0
SC,222,146,154,REVAL,£ 1.86 ($ 0.00) from SC 53367,Olia,2014-07-03,1.86,0.0,0,0.0,2014-07-17 12:13:01,2019-01-25 14:31:07,0
SR,223,146,178,"3738, 20% 3812",£ 89.56 ($ 150.00) from SR 55595,Olia,2014-10-10,89.56,150.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SR,224,147,178,"3738, 20% 3812",£ 2716.74 ($ 4550.00) from SR 55595,Olia,2014-10-10,2716.7400000000002,4550.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SR,225,148,178,"3738, 20% 3812",£ 567.23 ($ 950.00) from SR 55595,Olia,2014-10-10,567.23,950.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SR,226,149,178,"3738, 20% 3812",£ 567.23 ($ 950.00) from SR 55595,Olia,2014-10-10,567.23,950.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SR,227,150,178,"3738, 20% 3812",£ 1701.70 ($ 2850.00) from SR 55595,Olia,2014-10-10,1701.7,2850.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
PI,228,151,107,Metlife,£ 131.44 (£ 131.44) to PI 47439,Olia,2014-06-23,131.44,131.44,0,0.0,2014-07-10 14:24:56,2019-01-25 14:31:07,0
SI,229,152,144,3738,£ 1612.80 ($ 2750.00) to SI 52776,Olia,2014-07-03,1612.8,2750.0,0,0.0,2014-07-17 12:13:01,2019-01-25 14:31:07,0
SI,230,152,146,3738,£ 102.63 ($ 175.00) to SI 52778,Olia,2014-07-03,102.63,175.0,0,0.0,2014-07-17 12:13:01,2019-01-25 14:31:07,0
SI,231,153,144,3738,£ 29.19 ($ 0.00) to SI 52776,Olia,2014-07-03,29.189999999999998,0.0,0,0.0,2014-07-17 12:13:01,2019-01-25 14:31:07,0
SI,232,154,146,3738,£ 1.86 ($ 0.00) to SI 52778,Olia,2014-07-03,1.86,0.0,0,0.0,2014-07-17 12:13:01,2019-01-25 14:31:07,0
PI,233,155,107,Metlife,£ 131.44 (£ 131.44) to PI 47439,Olia,2014-07-22,131.44,131.44,0,0.0,2014-07-24 11:10:09,2019-01-25 14:31:07,0
PI,234,156,107,Metlife,£ 131.44 (£ 131.44) to PI 47439,Judith,2014-08-22,131.44,131.44,0,0.0,2014-08-28 16:42:18,2019-01-25 14:31:07,0
SR,235,158,178,"3738, 20% 3812",£ 520.84 ($ 880.00) from SR 55595,Olia,2014-10-10,520.8399999999999,880.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SR,236,158,200,50% prep Aug inv,£ 603.71 ($ 1020.00) from SR 56366,Olia,2014-11-14,603.71,1020.0,0,0.0,2014-11-19 12:34:49,2019-01-25 14:31:07,0
SR,237,159,200,50% prep Aug inv,£ 437.98 ($ 740.00) from SR 56366,Olia,2014-11-14,437.98,740.0,0,0.0,2014-11-19 12:34:49,2019-01-25 14:31:07,0
SR,238,159,238,3803 3812,£ 272.26 ($ 460.00) from SR 57414,Olia,2014-12-29,272.26,460.0,0,0.0,2015-01-12 16:06:38,2019-01-25 14:31:07,0
SR,239,162,238,3803 3812,£ 384.71 ($ 650.00) from SR 57414,Olia,2014-12-29,384.71,650.0,0,0.0,2015-01-12 16:06:39,2019-01-25 14:31:07,0
SR,240,163,238,3803 3812,£ 384.71 ($ 650.00) from SR 57414,Olia,2014-12-29,384.71,650.0,0,0.0,2015-01-12 16:06:39,2019-01-25 14:31:07,0
SI,241,164,166,3813,£ 4274.52 (€ 5400.00) to SI 54904,Olia,2014-09-16,4274.5199999999995,5400.0,0,0.0,2014-12-16 11:28:55,2019-01-25 14:31:07,0
SI,242,164,167,3813,£ 2894.24 (€ 3656.30) to SI 54905,Olia,2014-09-16,2894.2400000000002,3656.3,0,0.0,2014-12-16 11:28:56,2019-01-25 14:31:07,0
SI,243,165,145,3738,£ 525.44 ($ 880.00) to SI 52777,Olia,2014-09-08,525.4399999999999,880.0,0,0.0,2014-10-08 15:04:16,2019-01-25 14:31:07,0
SI,244,165,175,REVAL,£ 4.81 ($ 0.00) to SI 55500,Olia,2014-09-08,4.8100000000000005,0.0,0,0.0,2014-10-08 15:04:16,2019-01-25 14:31:07,0
SA,245,166,164,prep Sept order,£ 4274.52 (€ 5400.00) from SA 54869,Olia,2014-09-16,4274.5199999999995,5400.0,0,0.0,2014-12-16 11:28:55,2019-01-25 14:31:07,0
SA,246,167,164,prep Sept order,£ 2894.24 (€ 3656.30) from SA 54869,Olia,2014-09-16,2894.2400000000002,3656.3,0,0.0,2014-12-16 11:28:56,2019-01-25 14:31:07,0
SC,247,167,218,REVAL,£ 0.01 (€ 0.00) from SC 57015,Olia,2014-09-16,0.01,0.0,0,0.0,2014-12-16 11:28:56,2019-01-25 14:31:07,0
SR,248,167,219,3813 3914 20,£ 5654.79 (€ 7143.70) from SR 57016,Olia,2014-12-04,5654.79,7143.7,0,0.0,2014-12-16 11:28:56,2019-01-25 14:31:07,0
SR,249,168,219,3813 3914 20,£ 1464.42 (€ 1850.00) from SR 57016,Olia,2014-12-04,1464.42,1850.0,0,0.0,2014-12-16 11:28:56,2019-01-25 14:31:07,0
SR,250,169,219,3813 3914 20,£ 985.51 (€ 1245.00) from SR 57016,Olia,2014-12-04,985.51,1245.0,0,0.0,2014-12-16 11:28:56,2019-01-25 14:31:07,0
SR,251,170,219,3813 3914 20,£ 2956.54 (€ 3735.00) from SR 57016,Olia,2014-12-04,2956.54,3735.0,0,0.0,2014-12-16 11:28:57,2019-01-25 14:31:07,0
SR,252,171,219,3813 3914 20,£ 229.56 (€ 290.00) from SR 57016,Olia,2014-12-04,229.56,290.0,0,0.0,2014-12-16 11:28:57,2019-01-25 14:31:07,0
PA,253,172,143,visa jw30/05,£ 0.40 (£ 0.40) from PA 52681,Judith,2014-06-26,0.4,0.4,0,0.0,2015-04-13 15:56:55,2019-01-25 14:31:07,0
PI,254,173,107,Metlife,£ 0.09 (£ 0.09) to PI 47439,Olia,2014-09-22,0.09,0.09,0,0.0,2015-02-24 11:22:12,2019-01-25 14:31:07,0
PI,255,173,253,metlife,£ 131.35 (£ 131.35) to PI 57797,Olia,2015-01-29,131.35,131.35,0,0.0,2015-02-24 11:22:12,2019-01-25 14:31:07,0
SA,256,175,165,prep Sept order,£ 4.81 ($ 0.00) from SA 54882,Olia,2014-09-08,4.8100000000000005,0.0,0,0.0,2014-10-08 15:04:16,2019-01-25 14:31:07,0
SI,257,178,145,3738,£ 818.00 ($ 1370.00) to SI 52777,Olia,2014-10-10,818.0,1370.0,0,0.0,2014-10-14 14:31:36,2019-01-25 14:31:07,0
SI,258,178,179,REVAL,£ 25.66 ($ 0.00) to SI 55596,Olia,2014-10-10,25.660000000000004,0.0,0,0.0,2014-10-14 14:31:36,2019-01-25 14:31:07,0
SI,259,178,146,3738,£ 89.56 ($ 150.00) to SI 52778,Olia,2014-10-10,89.56,150.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SI,260,178,180,REVAL,£ 2.81 ($ 0.00) to SI 55597,Olia,2014-10-10,2.81,0.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SI,261,178,147,3738,£ 2716.74 ($ 4550.00) to SI 52779,Olia,2014-10-10,2716.7400000000002,4550.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SI,262,178,181,REVAL,£ 85.19 ($ 0.00) to SI 55598,Olia,2014-10-10,85.19,0.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SI,263,178,148,3738,£ 567.23 ($ 950.00) to SI 52780,Olia,2014-10-10,567.23,950.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SI,264,178,182,REVAL,£ 17.79 ($ 0.00) to SI 55599,Olia,2014-10-10,17.79,0.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SI,265,178,149,3738,£ 567.23 ($ 950.00) to SI 52781,Olia,2014-10-10,567.23,950.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SI,266,178,183,REVAL,£ 17.79 ($ 0.00) to SI 55600,Olia,2014-10-10,17.79,0.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SI,267,178,150,3738,£ 1701.70 ($ 2850.00) to SI 52782,Olia,2014-10-10,1701.7,2850.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SI,268,178,184,REVAL,£ 53.36 ($ 0.00) to SI 55601,Olia,2014-10-10,53.36,0.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SI,269,178,158,3803,£ 520.84 ($ 880.00) to SI 54375,Olia,2014-10-10,520.8399999999999,880.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SI,270,178,185,REVAL,£ 21.07 ($ 0.00) to SI 55602,Olia,2014-10-10,21.07,0.0,0,0.0,2014-10-14 14:31:38,2019-01-25 14:31:07,0
SR,271,179,178,"3738, 20% 3812",£ 25.66 ($ 0.00) from SR 55595,Olia,2014-10-10,25.660000000000004,0.0,0,0.0,2014-10-14 14:31:36,2019-01-25 14:31:07,0
SR,272,180,178,"3738, 20% 3812",£ 2.81 ($ 0.00) from SR 55595,Olia,2014-10-10,2.81,0.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SR,273,181,178,"3738, 20% 3812",£ 85.19 ($ 0.00) from SR 55595,Olia,2014-10-10,85.19,0.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SR,274,182,178,"3738, 20% 3812",£ 17.79 ($ 0.00) from SR 55595,Olia,2014-10-10,17.79,0.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SR,275,183,178,"3738, 20% 3812",£ 17.79 ($ 0.00) from SR 55595,Olia,2014-10-10,17.79,0.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SR,276,184,178,"3738, 20% 3812",£ 53.36 ($ 0.00) from SR 55595,Olia,2014-10-10,53.36,0.0,0,0.0,2014-10-14 14:31:37,2019-01-25 14:31:07,0
SR,277,185,178,"3738, 20% 3812",£ 21.07 ($ 0.00) from SR 55595,Olia,2014-10-10,21.07,0.0,0,0.0,2014-10-14 14:31:38,2019-01-25 14:31:07,0
SI,278,186,26782,trans 55782,£ 364.92 (€ 461.00) to SI 94038,Demi,2019-03-28,364.91999999999996,461.0,0,0.0,2019-03-28 13:10:50,2019-03-28 13:10:50,0
PP,279,187,281,pc,£ 151.73 (€ 202.40) from PP 58492,Judith,2015-02-01,151.73,202.4,0,0.0,2015-03-03 15:18:11,2019-01-25 14:31:07,0
PC,280,187,282,REVAL,£ 6.40 (€ 0.00) from PC 58493,Judith,2015-02-01,6.4,0.0,0,0.0,2015-03-03 15:18:11,2019-01-25 14:31:07,0
PP,281,188,281,pc,£ 11.54 (€ 15.40) from PP 58492,Judith,2015-02-01,11.540000000000001,15.4,0,0.0,2015-03-03 15:18:11,2019-01-25 14:31:07,0
PC,282,188,283,REVAL,£ 0.49 (€ 0.00) from PC 58494,Judith,2015-02-01,0.49000000000000005,0.0,0,0.0,2015-03-03 15:18:11,2019-01-25 14:31:07,0
PI,283,189,253,metlife,£ 131.44 (£ 131.44) to PI 57797,Olia,2015-01-29,131.44,131.44,0,0.0,2015-02-24 11:22:13,2019-01-25 14:31:07,0
PA,284,191,195,,£ 76.98 (€ 98.53) from PA 56201,Olia,2014-10-31,76.97999999999999,98.53,0,0.0,,2019-01-25 14:31:07,0
PI,285,195,191,SEPT,£ 76.98 (€ 98.53) to PI 55933,Olia,2014-10-31,76.97999999999999,98.53,0,0.0,,2019-01-25 14:31:07,0
PI,286,195,196,correct 55933,£ 21.55 (€ 27.59) to PI 56202,Olia,2014-10-31,21.55,27.589999999999996,0,0.0,,2019-01-25 14:31:07,0
PA,287,196,195,,£ 21.55 (€ 27.59) from PA 56201,Olia,2014-10-31,21.55,27.589999999999996,0,0.0,,2019-01-25 14:31:07,0
SI,288,197,198,3892,£ 700.00 (£ 700.00) to SI 56325,Olia,2014-11-11,700.0,700.0,0,0.0,2015-01-23 12:38:26,2019-01-25 14:31:07,0
SI,289,197,199,3892,£ 2000.00 (£ 2000.00) to SI 56326,Olia,2014-11-11,2000.0,2000.0,0,0.0,2015-01-23 12:38:26,2019-01-25 14:31:07,0
SI,290,197,278,3978,£ 50.00 (£ 50.00) to SI 58435,Olia,2015-02-11,50.0,50.0,0,0.0,2015-08-26 15:50:37,2019-01-25 14:31:07,0
SA,291,198,110,PF27 09TU,£ 1400.00 (£ 1400.00) from SA 47678,Olia,2014-11-10,1400.0,1400.0,0,0.0,2015-01-23 12:38:26,2019-01-25 14:31:07,0
SA,292,198,197,20% prep inv Nov,£ 700.00 (£ 700.00) from SA 56309,Olia,2014-11-11,700.0,700.0,0,0.0,2015-01-23 12:38:26,2019-01-25 14:31:07,0
SA,293,199,197,20% prep inv Nov,£ 2000.00 (£ 2000.00) from SA 56309,Olia,2014-11-11,2000.0,2000.0,0,0.0,2015-01-23 12:38:26,2019-01-25 14:31:07,0
SI,294,200,158,3803,£ 603.71 ($ 1020.00) to SI 54375,Olia,2014-11-14,603.71,1020.0,0,0.0,2014-11-19 12:34:49,2019-01-25 14:31:07,0
SI,295,200,201,REVAL,£ 33.99 ($ 0.00) to SI 56367,Olia,2014-11-14,33.989999999999995,0.0,0,0.0,2014-11-19 12:34:49,2019-01-25 14:31:07,0
SI,296,200,159,3803,£ 437.98 ($ 740.00) to SI 54376,Olia,2014-11-14,437.98,740.0,0,0.0,2014-11-19 12:34:49,2019-01-25 14:31:07,0
SI,297,200,202,REVAL,£ 24.66 ($ 0.00) to SI 56368,Olia,2014-11-14,24.66,0.0,0,0.0,2014-11-19 12:34:49,2019-01-25 14:31:07,0
SR,298,201,200,50% prep Aug inv,£ 33.99 ($ 0.00) from SR 56366,Olia,2014-11-14,33.989999999999995,0.0,0,0.0,2014-11-19 12:34:49,2019-01-25 14:31:07,0
SR,299,202,200,50% prep Aug inv,£ 24.66 ($ 0.00) from SR 56366,Olia,2014-11-14,24.66,0.0,0,0.0,2014-11-19 12:34:49,2019-01-25 14:31:07,0
PA,300,204,141,,£ 432.02 (€ 548.00) from PA 52134,Olia,2014-11-17,432.02,548.0,0,0.0,2014-12-18 16:36:14,2019-01-25 14:31:07,0
PA,301,204,264,bacs,£ 980.55 (€ 1252.00) from PA 57989,Olia,2015-01-30,980.55,1252.0,0,0.0,2015-02-06 12:37:37,2019-01-25 14:31:07,0
PC,302,204,265,REVAL,£ 6.46 (€ 0.00) from PC 57990,Olia,2015-01-30,6.459999999999999,0.0,0,0.0,2015-02-06 12:37:37,2019-01-25 14:31:07,0
SR,303,205,238,3803 3812,£ 1087.84 ($ 1740.00) from SR 57414,Olia,2014-12-29,1087.84,1740.0,0,0.0,2015-01-12 16:06:39,2019-01-25 14:31:07,0
SR,304,205,243,3895,£ 475.15 ($ 760.00) from SR 57421,Olia,2014-12-29,475.15,760.0,0,0.0,2015-01-12 16:09:45,2019-01-25 14:31:07,0
SR,305,206,243,3895,£ 1062.83 ($ 1700.00) from SR 57421,Olia,2014-12-29,1062.83,1700.0,0,0.0,2015-01-12 16:09:45,2019-01-25 14:31:07,0
SC,306,206,266,173,£ 969.05 ($ 1550.00) from SC 58293,Olia,2015-02-16,969.05,1550.0,0,0.0,2015-04-02 11:36:51,2019-01-25 14:31:07,0
SC,307,207,266,173,£ 593.94 ($ 950.00) from SC 58293,Olia,2015-02-16,593.9399999999999,950.0,0,0.0,2015-04-02 11:36:51,2019-01-25 14:31:07,0
